stockDate,stockName,stockTicker,RSI,MACD,stochasticOperator,Volume,Price,PriceChange
2022-04-01,3M,MMM,56.0783732576315,0.922087340065644,46.0111911893199,2196400,149.69,0.810000000000002
2022-04-04,3M,MMM,55.5530466693755,0.866638751005695,24.2896336907369,2631800,149.53,-0.159999999999997
2022-04-05,3M,MMM,53.4306028977405,0.769081400235876,0,2148600,148.89999,-0.630009999999999
2022-04-06,3M,MMM,57.3318256722167,0.783319232794582,33.8362104520593,2705500,150.3,1.40001000000001
2022-04-07,3M,MMM,56.0672894156577,0.760264348273665,22.8685940469859,2199000,149.95,-0.350000000000023
2022-04-08,3M,MMM,55.5395945195546,0.723342690372277,18.2917737546819,2790500,149.81,-0.139999999999986
2022-04-11,3M,MMM,56.5155404367456,0.708639281603041,26.7563791753083,2478800,150.12,0.310000000000002
2022-04-12,3M,MMM,50.5761508083283,0.576313769781763,0,2612900,148.58,-1.53999999999999
2022-04-13,3M,MMM,50.8650315314369,0.472143899437441,2.00832259132381,1992100,148.66,0.0799999999999841
2022-04-14,3M,MMM,46.210973634277,0.290483286593826,0,2330600,147.38,-1.28
2022-04-18,3M,MMM,42.3030693194996,0.0557456744516003,0,1775800,146.17999,-1.20000999999999
2022-04-19,3M,MMM,55.5322291282694,0.164918776663001,65.3708737572618,2296000,150.10001,3.92001999999999
2022-04-20,3M,MMM,56.8636238391945,0.285264737654018,96.8846268977038,1979900,150.59,0.489990000000006
2022-04-21,3M,MMM,59.9718091510889,0.465265124835327,100,2337200,151.77,1.18000000000001
2022-04-22,3M,MMM,51.2151625037041,0.40358563737928,50.439891407937,3155200,149.17,-2.60000000000002
2022-04-25,3M,MMM,49.5084948025862,0.307288256446412,40.7806416969496,3432200,148.60001,-0.56998999999999
2022-04-26,3M,MMM,38.8068341007783,-0.106204735659873,0,4840400,144.22,-4.38001
2022-04-27,3M,MMM,38.786240882891,-0.429431973998305,0,3124300,144.21001,-0.00998999999998773
2022-04-28,3M,MMM,47.5734786156505,-0.452333510803243,41.4774700471465,2537700,147.14,2.92998999999998
2022-04-29,3M,MMM,41.2225202888222,-0.690152352840443,11.4997123281717,4151300,144.22,-2.91999999999999
2022-03-08,A. O. Smith,AOS,41.274738492968,-0.0867314782760928,0,1114600,66.21,-1.11
2022-03-09,A. O. Smith,AOS,55.4193669492586,-0.0687282387076067,24.0861055247865,843000,67.68,1.47000000000001
2022-03-10,A. O. Smith,AOS,46.6176382404393,-0.106440450310615,9.09812848910261,759000,66.61,-1.07000000000001
2022-03-11,A. O. Smith,AOS,40.8115875976926,-0.175092050487109,0,1090500,65.72,-0.890000000000001
2022-03-14,A. O. Smith,AOS,42.2051748524624,-0.213002768102541,2.35449338511991,766600,65.88,0.159999999999997
2022-03-15,A. O. Smith,AOS,44.4922940652761,-0.223558816792575,6.21862678553612,759300,66.14,0.260000000000005
2022-03-16,A. O. Smith,AOS,53.4244282730259,-0.163987285181918,21.3096451879854,893200,67.31,1.17
2022-03-17,A. O. Smith,AOS,57.7430757628491,-0.0786552280120247,28.6060860191216,805300,68,0.689999999999998
2022-03-18,A. O. Smith,AOS,58.0466478426273,-0.0108636705874545,29.118977085898,1395600,68.05,0.0499999999999972
2022-03-21,A. O. Smith,AOS,56.9020578424499,0.0326855490856417,27.1851695149201,725700,67.92,-0.129999999999995
2022-03-22,A. O. Smith,AOS,55.8081196873828,0.058041645913633,40.1856165253614,778400,67.8,-0.120000000000005
2022-03-23,A. O. Smith,AOS,39.3222231013416,-0.0737205479069161,0,1086200,65.37,-2.42999999999999
2022-03-24,A. O. Smith,AOS,45.4624912525137,-0.119501196042336,32.7928266743136,991700,66.23,0.859999999999999
2022-03-25,A. O. Smith,AOS,50.1381619084822,-0.105760420069728,57.7637975883575,940400,66.97,0.739999999999995
2022-03-28,A. O. Smith,AOS,48.2711341395528,-0.114100666219628,47.7927154604627,610500,66.66,-0.310000000000002
2022-03-29,A. O. Smith,AOS,53.2321086945924,-0.0649264126601707,74.2873855162059,965900,67.48,0.820000000000007
2022-03-30,A. O. Smith,AOS,46.0915627413686,-0.108585384790416,36.1524571972628,1172100,66.25,-1.23
2022-03-31,A. O. Smith,AOS,36.0887675989899,-0.301491292758797,0,1659700,63.89,-2.36
2022-04-01,A. O. Smith,AOS,46.61038463201,-0.310952138347304,47.917271231447,1292800,65.88,1.99
2022-04-04,A. O. Smith,AOS,51.6892075825345,-0.23263637104867,71.0471129746917,1628200,67.06,1.18000000000001
2022-04-05,A. O. Smith,AOS,45.143973135602,-0.286206779624308,41.2389786087659,1437200,65.39,-1.67
2022-04-06,A. O. Smith,AOS,42.408256835869,-0.380598150753912,28.7800514747328,1250200,64.6,-0.790000000000006
2022-04-07,A. O. Smith,AOS,38.3815072910076,-0.540572833709845,11.0157484241977,1503600,63.33,-1.27
2022-04-08,A. O. Smith,AOS,37.0107186136272,-0.69226363246149,4.6753615965909,1313200,62.87,-0.460000000000001
2022-04-11,A. O. Smith,AOS,39.4898505487789,-0.767059511528615,19.8390904714685,1177400,63.36,0.490000000000002
2022-04-12,A. O. Smith,AOS,44.8778346145255,-0.733944995611878,51.2681102622994,1522600,64.49,1.13
2022-04-13,A. O. Smith,AOS,45.8429486299096,-0.684122602276815,56.8977830897958,930000,64.7,0.210000000000008
2022-04-14,A. O. Smith,AOS,42.3801913800046,-0.704664173947748,36.6989360237868,727300,63.79,-0.910000000000004
2022-04-18,A. O. Smith,AOS,40.7413362050014,-0.746102012962339,27.1392173793061,553800,63.34,-0.449999999999996
2022-04-19,A. O. Smith,AOS,50.1133008163479,-0.617975133733381,89.8983184586534,761800,65.37,2.03
2022-04-20,A. O. Smith,AOS,53.7241147913716,-0.440700018580827,100,719500,66.3,0.929999999999993
2022-04-21,A. O. Smith,AOS,53.7241147913716,-0.296935564002538,100,792800,66.3,0
2022-04-22,A. O. Smith,AOS,47.0929842951611,-0.299335775361115,60.3244581430997,991300,64.74,-1.56
2022-04-25,A. O. Smith,AOS,46.6556881231781,-0.306149693297684,57.7080170120911,1200100,64.63,-0.109999999999999
2022-04-26,A. O. Smith,AOS,38.7037506974639,-0.480612136845508,10.1297908924765,1422900,62.37,-2.26
2022-04-27,A. O. Smith,AOS,41.1875539142944,-0.571815137277824,24.9909429313299,1411800,62.89,0.520000000000003
2022-04-28,A. O. Smith,AOS,32.8596684426003,-0.868796626726358,0,2283800,59.87,-3.02
2022-04-29,A. O. Smith,AOS,29.7688658683354,-1.20235134212561,0,3852200,58.43,-1.44
2022-03-08,Abbott Laboratories,ABT,32.7821477379657,-0.149141820013668,0,6694000,116.11,-2.75
2022-03-09,Abbott Laboratories,ABT,49.1732552498624,-0.152978728197837,24.3850509355752,5004700,118.39,2.28
2022-03-10,Abbott Laboratories,ABT,42.3871240132405,-0.219199932173908,14.2893233747366,4377600,117,-1.39
2022-03-11,Abbott Laboratories,ABT,32.1449491697551,-0.409570297548484,0,8012400,114.02,-2.98
2022-03-14,Abbott Laboratories,ABT,40.0035217983825,-0.461391128139425,11.5814114534928,5527500,115.52,1.5
2022-03-15,Abbott Laboratories,ABT,48.4110390583368,-0.387946930923917,23.9718188838662,5041200,117.48,1.96000000000001
2022-03-16,Abbott Laboratories,ABT,55.2952516281873,-0.218961462649233,34.1172870334266,4441800,119.48,2
2022-03-17,Abbott Laboratories,ABT,60.2125517174066,0.00642700341623481,41.3640579503346,3998900,121.2,1.72
2022-03-18,Abbott Laboratories,ABT,63.3662536329948,0.247495013441238,46.0117619561541,7823000,122.45,1.25
2022-03-21,Abbott Laboratories,ABT,60.5148401031323,0.385192994917901,41.8095493058446,4135100,121.76,-0.689999999999998
2022-03-22,Abbott Laboratories,ABT,60.8720864609139,0.492720373283191,42.3360338540256,4479600,121.89,0.129999999999995
2022-03-23,Abbott Laboratories,ABT,44.3510986443344,0.261044147831697,17.9885643371129,5656000,116.92,-4.97
2022-03-24,Abbott Laboratories,ABT,47.1484459450949,0.137157854277646,48.0553168206186,4505800,117.82,0.899999999999992
2022-03-25,Abbott Laboratories,ABT,50.5120863196118,0.112769938605439,58.828858901403,2896300,118.95,1.13000000000001
2022-03-28,Abbott Laboratories,ABT,53.4485497042351,0.160403922859729,68.2341782341703,5350900,119.99,1.03999999999999
2022-03-29,Abbott Laboratories,ABT,54.013663098709,0.208516582902234,70.044203164869,5126100,120.19,0.200000000000003
2022-03-30,Abbott Laboratories,ABT,54.5777927258954,0.256025858808698,71.851077146866,4064800,120.38,0.189999999999998
2022-03-31,Abbott Laboratories,ABT,47.8562195361205,0.152601624748471,33.6120698269717,5432600,118.36,-2.02
2022-04-01,Abbott Laboratories,ABT,48.5987000522439,0.0855974384193132,22.3379794192715,4314000,118.58,0.219999999999999
2022-04-04,Abbott Laboratories,ABT,49.6515154009017,0.0533377733452483,27.8746965761159,4037200,118.88,0.299999999999997
2022-04-05,Abbott Laboratories,ABT,51.7788244045596,0.0697300908083349,39.0621363047248,6113400,119.48,0.600000000000009
2022-04-06,Abbott Laboratories,ABT,53.4043029883602,0.114292967360498,47.6104683313109,5485100,119.94,0.459999999999994
2022-04-07,Abbott Laboratories,ABT,63.3302576690139,0.392968838151205,100,5863500,123.37,3.43000000000001
2022-04-08,Abbott Laboratories,ABT,62.8260170668948,0.597180516441227,97.3431878543012,5093900,123.25,-0.120000000000005
2022-04-11,Abbott Laboratories,ABT,51.1042728430814,0.516527345498901,35.5820518178151,4071100,120.04,-3.20999999999999
2022-04-12,Abbott Laboratories,ABT,46.320310327453,0.326873850747191,0,4432300,118.39,-1.65000000000001
2022-04-13,Abbott Laboratories,ABT,49.6720265046844,0.255143040649031,19.7044476971548,4407900,119.48,1.09
2022-04-14,Abbott Laboratories,ABT,44.732435409998,0.0635779893917032,0,3140000,117.69,-1.79000000000001
2022-04-18,Abbott Laboratories,ABT,41.2752070346889,-0.19117699710408,0,4115900,116.29,-1.39999999999999
2022-04-19,Abbott Laboratories,ABT,51.8402798340086,-0.112028279259278,47.9031899517697,5120900,119.98,3.69
2022-04-20,Abbott Laboratories,ABT,57.7422537329628,0.151206148751442,74.6633819676914,8334200,122.64,2.66
2022-04-21,Abbott Laboratories,ABT,59.2192993875786,0.410551273200838,81.3604677241714,7321100,123.37,0.730000000000004
2022-04-22,Abbott Laboratories,ABT,49.6666634084004,0.325889741712601,38.0477765063552,6708700,119.64,-3.73
2022-04-25,Abbott Laboratories,ABT,50.519318156169,0.284055646201054,41.9138059338354,4503500,120.01,0.370000000000005
2022-04-26,Abbott Laboratories,ABT,43.9340261001966,0.0158228007065304,12.0553750231233,3366300,116.97,-3.04000000000001
2022-04-27,Abbott Laboratories,ABT,43.4326256114317,-0.213489326298728,9.78197063571939,4178700,116.72,-0.25
2022-04-28,Abbott Laboratories,ABT,46.8061186224498,-0.291404521810051,25.6645183150677,4960000,118.01,1.29000000000001
2022-04-29,Abbott Laboratories,ABT,38.223565435341,-0.696696237996378,0,6814600,113.5,-4.51000000000001
2022-03-08,AbbVie,ABBV,39.7734771173762,-0.0554251611066263,0,8817500,147.14999,-2.30000999999999
2022-03-09,AbbVie,ABBV,54.68611216793,-0.0553033931997788,24.7609098729096,5368900,148.84,1.69001
2022-03-10,AbbVie,ABBV,56.9287710073259,-0.0386378021807161,28.4846161937389,4635700,149.17,0.329999999999984
2022-03-11,AbbVie,ABBV,55.9350165568369,-0.0319668035351981,26.8345882609861,5171400,149.06,-0.109999999999985
2022-03-14,AbbVie,ABBV,71.0009960035787,0.129819425614812,51.8501108673702,8647200,152.10001,3.04001
2022-03-15,AbbVie,ABBV,80.1081007592918,0.446289238861908,66.9715296706142,8384300,155.88,3.77999
2022-03-16,AbbVie,ABBV,80.4061310478094,0.68157563549417,67.466378574806,7178900,156.05,0.170000000000016
2022-03-17,AbbVie,ABBV,84.2121900813071,0.99050897098266,73.7859514993719,7227900,158.59,2.53999999999999
2022-03-18,AbbVie,ABBV,84.9674042041385,1.24423830860289,75.0399075418007,9911900,159.2,0.609999999999985
2022-03-21,AbbVie,ABBV,85.9742178152878,1.47015341809896,76.7116188791984,5825000,160.05,0.850000000000023
2022-03-22,AbbVie,ABBV,85.6833165064152,1.6206715862115,76.2286069187711,5756600,160.00999,-0.0400100000000236
2022-03-23,AbbVie,ABBV,74.84524131226,1.61695445102083,58.2330882080567,6300600,158.42,-1.58999
2022-03-24,AbbVie,ABBV,78.3027537033465,1.71153038658133,83.3953655373147,4638100,160.28,1.86000000000001
2022-03-25,AbbVie,ABBV,79.9759843271053,1.83075143553788,87.0170187802776,5129400,161.33,1.05000000000001
2022-03-28,AbbVie,ABBV,80.9407722187726,1.94226656919193,83.9125907677307,4516500,161.97,0.639999999999986
2022-03-29,AbbVie,ABBV,81.2598214591191,2.01904009054579,84.3058531563239,6154100,162.17999,0.209990000000005
2022-03-30,AbbVie,ABBV,83.4856982389097,2.15973179575292,91.7157598334011,5151800,163.75,1.57001
2022-03-31,AbbVie,ABBV,73.6455824485755,2.13182264036558,17.6621069149507,8670100,162.11,-1.63999999999999
2022-04-01,AbbVie,ABBV,74.7591097396643,2.12416889731517,9.03204010798601,5702500,162.67999,0.56998999999999
2022-04-04,AbbVie,ABBV,70.324137572196,2.03833181315798,0,6892400,161.89,-0.789990000000017
2022-04-05,AbbVie,ABBV,73.6106579556904,2.05575708096293,21.0000225714188,6683300,163.42999,1.53999000000002
2022-04-06,AbbVie,ABBV,81.473435739093,2.43374644901985,71.241156554571,8810800,168.91,5.48000999999999
2022-04-07,AbbVie,ABBV,85.248112730739,3.01258516775775,95.3603746864536,7469000,173.28,4.37
2022-04-08,AbbVie,ABBV,86.3956768465589,3.55028586758584,100,7203500,174.96001,1.68001000000001
2022-04-11,AbbVie,ABBV,68.7966809746068,3.55624973701566,0,8163200,169.83,-5.13001
2022-04-12,AbbVie,ABBV,62.1042456689802,3.33539879927991,0,8279700,167.31,-2.52000000000001
2022-04-13,AbbVie,ABBV,46.0870624769544,2.5088716061347,0,18312600,158.95,-8.36000000000001
2022-04-14,AbbVie,ABBV,51.5010233168329,2.08267478119853,13.4312749881102,11074000,162.31,3.36000000000001
2022-04-18,AbbVie,ABBV,47.0350967457659,1.50576108747518,2.3519396130035,6500200,159.36,-2.94999999999999
2022-04-19,AbbVie,ABBV,42.9432586915998,0.811951698101126,0,9359900,156.35001,-3.00999000000002
2022-04-20,AbbVie,ABBV,43.558114352959,0.286210279439103,1.41500907766863,6250000,156.7,0.349989999999991
2022-04-21,AbbVie,ABBV,46.7704397131633,0.0090604703628685,8.80775152240117,7903300,158.52,1.82000000000002
2022-04-22,AbbVie,ABBV,41.8011633452694,-0.475624448761607,0,7935500,154.99001,-3.52999
2022-04-25,AbbVie,ABBV,44.1717451094251,-0.749758183414315,5.31585968324819,6932600,156.3,1.30999
2022-04-26,AbbVie,ABBV,43.9949470175895,-0.964886505604056,4.91940263516208,6787800,156.17999,-0.120010000000008
2022-04-27,AbbVie,ABBV,46.7491281226029,-1.01185944056579,11.0954563439523,6039100,157.62,1.44001
2022-04-28,AbbVie,ABBV,44.600338452796,-1.1377267428995,6.27694953426429,7465000,156.31,-1.31
2022-04-29,AbbVie,ABBV,32.8283747011153,-1.95471814178441,0,25147807,146.82001,-9.48999000000001
2022-03-08,Abiomed,ABMD,13.1768522191257,-1.3135279674317,0,245400,290.39001,-8.25
2022-03-09,Abiomed,ABMD,45.3311435587642,-0.992734987767221,37.0342381743518,175600,306.73999,16.34998
2022-03-10,Abiomed,ABMD,44.1256196308801,-0.814938097397942,35.6457560026081,256400,305.62,-1.11998999999997
2022-03-11,Abiomed,ABMD,29.7843430187556,-1.61364180899807,19.1279528836529,201200,286.79001,-18.82999
2022-03-14,Abiomed,ABMD,25.4186175059305,-2.63269150535677,14.0996561397436,227600,277.54999,-9.24002000000002
2022-03-15,Abiomed,ABMD,38.1858092588401,-2.68804892629294,28.8044809234887,242000,289.64001,12.09002
2022-03-16,Abiomed,ABMD,42.4751089530584,-2.42345199029279,33.7447529636637,433100,294.53,4.88998999999996
2022-03-17,Abiomed,ABMD,52.0824466259574,-1.4539474272691,44.8101634198086,262600,307.64999,13.11999
2022-03-18,Abiomed,ABMD,49.8152018596174,-0.90179109101723,42.1988266688512,497200,304.32999,-3.31999999999999
2022-03-21,Abiomed,ABMD,51.4668191789021,-0.330862962942433,44.101104300449,194300,306.73999,2.40999999999997
2022-03-22,Abiomed,ABMD,55.7607697681774,0.506800789585725,100,207700,313.34,6.60001
2022-03-23,Abiomed,ABMD,53.9612670959773,0.996393501286093,95.7742199971921,244800,311.03,-2.31
2022-03-24,Abiomed,ABMD,60.2109814026775,2.01735099081981,100,268700,321.47,10.4400000000001
2022-03-25,Abiomed,ABMD,58.1036906081478,2.61128362086282,95.5196559793721,204100,318.88,-2.59000000000003
2022-03-28,Abiomed,ABMD,59.8170297608026,3.22853467770159,98.8677065949182,170900,321.81,2.93000000000001
2022-03-29,Abiomed,ABMD,64.9255927397522,4.30782771098575,100,250800,331.5,9.69
2022-03-30,Abiomed,ABMD,62.2939133884528,4.89154112229329,93.3386969371261,175500,328.51001,-2.98998999999998
2022-03-31,Abiomed,ABMD,63.7391195599858,5.47171779113342,96.9968007605132,431200,331.23999,2.72997999999995
2022-04-01,Abiomed,ABMD,67.3879566147403,6.36647276367256,100,225400,338.64001,7.40002000000004
2022-04-04,Abiomed,ABMD,56.652484429401,6.08800536315982,56.9078881261278,295400,325.70001,-12.94
2022-04-05,Abiomed,ABMD,54.4575459639182,5.58642704999176,26.4178506386282,200900,322.66,-3.04001
2022-04-06,Abiomed,ABMD,48.5295385157761,4.49949855982595,0,264700,313.76001,-8.89999
2022-04-07,Abiomed,ABMD,50.9583640639135,3.86840015439537,12.8792645034782,163200,317.51999,3.75997999999998
2022-04-08,Abiomed,ABMD,48.9790377721348,3.11547154119347,2.38354698681434,234900,314.53,-2.98999000000003
2022-04-11,Abiomed,ABMD,40.5915371896444,1.41878460693499,0,263300,299.76001,-14.76999
2022-04-12,Abiomed,ABMD,40.5308085838699,0.0684073279740574,0,161800,299.64001,-0.120000000000005
2022-04-13,Abiomed,ABMD,44.1243102223749,-0.634902002053593,13.380056714788,165100,304.42999,4.78997999999996
2022-04-14,Abiomed,ABMD,45.3493662285194,-1.05509998502424,17.9414345823721,256100,306.07999,1.65000000000003
2022-04-18,Abiomed,ABMD,42.565755924609,-1.71174671906857,7.57693012824776,196900,301.51001,-4.56997999999999
2022-04-19,Abiomed,ABMD,56.3874543265292,-0.565706194844211,59.0406908597784,317000,323.42001,21.91
2022-04-20,Abiomed,ABMD,57.6692784630819,0.529776541306376,63.8134393849731,228900,325.98001,2.56
2022-04-21,Abiomed,ABMD,51.1322928098637,0.599761077115886,39.4736038756168,210300,315.64001,-10.34
2022-04-22,Abiomed,ABMD,41.4404468587463,-0.854743926869446,5.30758160610178,249200,295.82999,-19.81002
2022-04-25,Abiomed,ABMD,45.0154962811307,-1.50288757610878,26.1673750858033,439000,302.14001,6.31002000000001
2022-04-26,Abiomed,ABMD,38.4905083806308,-3.23582453959841,0,241100,285.87,-16.27001
2022-04-27,Abiomed,ABMD,35.5189034874328,-5.22351772748698,0,402200,277.14999,-8.72001
2022-04-28,Abiomed,ABMD,41.1676396724386,-5.94567802171468,25.5017632487741,483400,287.22,10.07001
2022-04-29,Abiomed,ABMD,40.8842036444138,-6.49998030364668,24.2221640169944,439387,286.48001,-0.739990000000034
2022-03-08,Accenture,ACN,26.1981041806648,-0.784723944887446,0,2902600,301.62,-3.39999
2022-03-09,Accenture,ACN,46.7918759261864,-0.678733641096585,27.9041229454789,2825900,309.42001,7.80000999999999
2022-03-10,Accenture,ACN,46.9960400129957,-0.591995723915943,28.1807609431114,2049000,309.51999,0.0999800000000164
2022-03-11,Accenture,ACN,51.1547842012994,-0.420719781288653,33.8157709142429,3811900,311.57999,2.06
2022-03-14,Accenture,ACN,44.1001286208521,-0.493986669387994,24.2568625662556,3156600,307.67999,-3.90000000000003
2022-03-15,Accenture,ACN,57.8303314578127,-0.0844955262876397,42.8609955421507,2695200,316.23001,8.55002000000002
2022-03-16,Accenture,ACN,66.7572223527523,0.693672596906026,54.956742942451,3473100,324.91,8.67999000000003
2022-03-17,Accenture,ACN,58.451817911846,0.955980303329795,43.7030964761899,4661600,319.5,-5.41000000000003
2022-03-18,Accenture,ACN,62.5761993516095,1.3978104680445,49.2915456535117,7565800,323.95001,4.45001000000002
2022-03-21,Accenture,ACN,63.0642137497385,1.74581934838119,49.9527947890672,2290500,324.5,0.54998999999998
2022-03-22,Accenture,ACN,65.6678041701823,2.16807280758059,53.4806044632487,2022800,327.47,2.97000000000003
2022-03-23,Accenture,ACN,55.7380577082623,2.03185900125771,72.8318436368932,1837500,320.5,-6.97000000000003
2022-03-24,Accenture,ACN,60.192920263584,2.2046071758507,83.8154713785522,1430400,325.29001,4.79001
2022-03-25,Accenture,ACN,62.2595873646233,2.46578952284193,88.9109152495721,1814000,327.70999,2.41998000000001
2022-03-28,Accenture,ACN,64.7287335135782,2.83484836939891,91.0470033660224,1984400,330.73999,3.02999999999997
2022-03-29,Accenture,ACN,71.3560614099949,3.74430191411676,100,2223000,340.69,9.95001000000002
2022-03-30,Accenture,ACN,68.2603948415848,4.25421503192564,88.6422284925682,1721600,338.45999,-2.23000999999999
2022-03-31,Accenture,ACN,66.5455753424254,4.51568004291084,82.3506826760091,2752600,337.23001,-1.22998000000001
2022-04-01,Accenture,ACN,68.879751787129,4.89988152053911,84.1445189144683,2090300,340.64001,3.41000000000002
2022-04-04,Accenture,ACN,71.301696809933,5.40724208174794,99.6519106980627,2317500,344.47,3.82999000000001
2022-04-05,Accenture,ACN,68.8169341922569,5.62297143097129,83.7423062112842,3058100,342.82001,-1.64999
2022-04-06,Accenture,ACN,65.030375953657,5.54389144857572,59.4974775448659,2299000,340.26001,-2.56
2022-04-07,Accenture,ACN,66.2113387540865,5.52558458296704,67.059025249574,2313100,341.76999,1.50997999999998
2022-04-08,Accenture,ACN,61.958293509051,5.24159686896627,39.8273423388845,2170000,338.92001,-2.84998000000002
2022-04-11,Accenture,ACN,48.3002975003852,4.11292124817925,0,2445400,327.26999,-11.65002
2022-04-12,Accenture,ACN,47.7746187153059,3.14424689107824,0,1835000,326.73001,-0.539980000000014
2022-04-13,Accenture,ACN,46.6209854679162,2.26708890872027,0,2081400,325.59,-1.14001000000002
2022-04-14,Accenture,ACN,40.9098107184566,1.10210569876824,0,2964800,319.47,-6.11999999999995
2022-04-18,Accenture,ACN,36.3146896426588,-0.258540651020382,0,2479300,313.60001,-5.86999000000003
2022-04-19,Accenture,ACN,44.3130830790498,-0.79798566811445,22.8610392370811,1758200,320.57001,6.97000000000003
2022-04-20,Accenture,ACN,47.4728903668683,-0.977641727476453,31.8924127201326,2273600,323.67001,3.09999999999997
2022-04-21,Accenture,ACN,46.2334411629858,-1.20967597389949,28.3498141836054,1910200,322.31,-1.36000999999999
2022-04-22,Accenture,ACN,37.3465174627787,-2.25024648742573,2.94917428972039,1906300,310.79999,-11.51001
2022-04-25,Accenture,ACN,43.4672354842834,-2.58048720093808,22.0063135353925,2049600,316.82001,6.02002000000005
2022-04-26,Accenture,ACN,35.0606758118212,-3.85743142378914,0,2101400,303.10001,-13.72
2022-04-27,Accenture,ACN,35.0606758118212,-4.81276342959205,0,1821200,303.10001,0
2022-04-28,Accenture,ACN,44.7597645640615,-4.6799308402139,36.0592854780562,2215200,313.84,10.73999
2022-04-29,Accenture,ACN,37.2414459829246,-5.5613315157571,16.4715444474302,2972100,300.35999,-13.48001
2022-03-08,Activision Blizzard,ATVI,51.7749266539136,-0.0198486409910146,26.3795273004235,7519800,81.03,0.480000000000004
2022-03-09,Activision Blizzard,ATVI,46.2950023302541,-0.0290190397842025,18.013866222617,9914500,80.83,-0.200000000000003
2022-03-10,Activision Blizzard,ATVI,45.5167820190462,-0.0361282803592786,16.8258338734617,6981400,80.8,-0.0300000000000011
2022-03-11,Activision Blizzard,ATVI,35.1295368202204,-0.0648122721966047,0.968649041496681,10713900,80.31,-0.489999999999995
2022-03-14,Activision Blizzard,ATVI,25.434422894021,-0.123364082898775,0,9536000,79.55,-0.760000000000005
2022-03-15,Activision Blizzard,ATVI,25.0426877691037,-0.166075493390565,0,7352800,79.51,-0.039999999999992
2022-03-16,Activision Blizzard,ATVI,21.5565870693649,-0.216553009895222,0,10726500,79.12,-0.390000000000001
2022-03-17,Activision Blizzard,ATVI,19.8055556725923,-0.264108117864623,0,7955700,78.89,-0.230000000000004
2022-03-18,Activision Blizzard,ATVI,18.8724262832085,-0.303807838775029,0,16203800,78.76,-0.129999999999995
2022-03-21,Activision Blizzard,ATVI,21.3288410661418,-0.325123762926637,3.02784203988204,7753600,78.84,0.0799999999999983
2022-03-22,Activision Blizzard,ATVI,33.7502289664298,-0.309312854549873,18.3387743545225,6444500,79.3,0.459999999999994
2022-03-23,Activision Blizzard,ATVI,31.1056948659115,-0.307649732325586,17.5828857818214,5308100,79.07,-0.230000000000004
2022-03-24,Activision Blizzard,ATVI,42.6734212759004,-0.267921850244875,72.337952205855,3717400,79.62,0.550000000000011
2022-03-25,Activision Blizzard,ATVI,42.3946629417056,-0.235414781985412,71.4907268246406,5384100,79.6,-0.0200000000000102
2022-03-28,Activision Blizzard,ATVI,49.6551242481728,-0.180793654261009,100,4970300,80.01,0.410000000000011
2022-03-29,Activision Blizzard,ATVI,59.5617616472153,-0.0874671267685443,100,5527000,80.75,0.739999999999995
2022-03-30,Activision Blizzard,ATVI,53.5779903739836,-0.0403302808560397,85.2940058624678,5134600,80.36,-0.390000000000001
2022-03-31,Activision Blizzard,ATVI,50.1031671550619,-0.0202797984685645,76.7541189662186,7491900,80.11,-0.25
